city,osm_id,type,lat,lon,landuse,leisure,name
Kano,291446596,way,11.9590987,8.5182583,farmland,,
Kano,597082165,way,12.0464748,8.5347383,farmland,,
Kano,806139535,way,11.9177334,8.404997,farmland,,
Kano,806139536,way,11.9193606,8.4059411,farmland,,
Kano,832295541,way,12.1220859,8.5972685,farmland,,
Kano,927485730,way,12.0480815,8.4779316,farmland,,
Kano,930203372,way,12.0789817,8.4701788,farmland,,
Kano,930203373,way,12.0787785,8.4702372,farmland,,
Kano,930203374,way,12.0786176,8.4702933,farmland,,
Kano,930203375,way,12.0785102,8.4703271,farmland,,
Kano,930203376,way,12.0783709,8.4706505,farmland,,
Kano,930203407,way,12.0260165,8.5073277,farmland,,
Kano,930203408,way,12.0259048,8.5073657,farmland,,
Kano,930203409,way,12.0257663,8.5074134,farmland,,
Kano,930203410,way,12.0263341,8.5068985,farmland,,
Kano,930203411,way,12.026077,8.5068118,farmland,,
Kano,930203412,way,12.0259628,8.5069967,farmland,,
Kano,930203413,way,12.0259204,8.5068516,farmland,,
Kano,930203414,way,12.025788,8.506903,farmland,,
Kano,930203415,way,12.0258338,8.5070338,farmland,,
Kano,930203416,way,12.0256367,8.5069454,farmland,,
Kano,930203417,way,12.0256746,8.507079,farmland,,
Kano,932445423,way,12.0526399,8.5436989,farmland,,
Kano,932445424,way,12.0524693,8.5431789,farmland,,
Kano,932445425,way,12.052487,8.5428347,farmland,,
Kano,932445427,way,12.0515519,8.5424378,farmland,,
Kano,932445428,way,12.0521907,8.5428141,farmland,,
Kano,932445430,way,12.0517765,8.5429679,farmland,,
Kano,933613379,way,12.0530828,8.5441099,farmland,,
Kano,933614853,way,12.0530821,8.5461261,farmland,,
Kano,933616540,way,12.0517098,8.5427537,farmland,,
Kano,933630374,way,12.0507471,8.5438478,farmland,,
Kano,933630375,way,12.0513883,8.5438376,farmland,,
Kano,933630376,way,12.0520425,8.5437651,farmland,,
Kano,933630379,way,12.0539017,8.5443907,farmland,,
Kano,936414732,way,11.9392758,8.4935343,farmland,,
Kano,936414821,way,11.908919,8.4965448,farmland,,
Kano,936414822,way,11.9091088,8.4952782,farmland,,
Kano,937446341,way,11.9812501,8.5052563,farmland,,
Kano,937446342,way,11.9822365,8.5049235,farmland,,
Kano,941521029,way,11.9769135,8.5135074,farmland,,
Kano,941521030,way,11.9764708,8.5141787,farmland,,
Kano,941521031,way,11.9753695,8.5140479,farmland,,
Kano,941521032,way,11.9752658,8.5141592,farmland,,
Kano,941521033,way,11.9753162,8.5144586,farmland,,
Kano,941523887,way,11.9758983,8.5148785,farmland,,
Kano,941523888,way,11.9748285,8.5142063,farmland,,
Kano,941523890,way,11.9741305,8.5143206,farmland,,
Kano,941523892,way,11.9741396,8.5159583,farmland,,
Kano,941523893,way,11.9749606,8.5159904,farmland,,
Kano,941525115,way,11.9769897,8.5156686,farmland,,
Kano,941526187,way,11.9782682,8.5166144,farmland,,
Kano,941526188,way,11.9790997,8.515592,farmland,,
Kano,941526189,way,11.9783801,8.5153522,farmland,,
Kano,941526190,way,11.9776859,8.5152865,farmland,,
Kano,941526191,way,11.979878,8.5144621,farmland,,
Kano,941526192,way,11.9797183,8.5160248,farmland,,
Kano,941526193,way,11.9804547,8.5160641,farmland,,
Kano,941526194,way,11.97992,8.5137725,farmland,,
Kano,941526195,way,11.981271,8.5154833,farmland,,
Kano,941605242,way,12.015877,8.621065,farmland,,
Kano,941605272,way,12.0113348,8.626941,farmland,,
Kano,941605273,way,12.0091658,8.6263565,farmland,,
Kano,945235988,way,12.0201862,8.4625042,farmland,,
Kano,958899026,way,12.0387317,8.461599,farmland,,
Kano,959726417,way,11.9387379,8.5014557,farmland,,
Kano,959726418,way,11.9395583,8.5011029,farmland,,
Kano,960038823,way,11.9389551,8.4995086,farmland,,
Kano,968477661,way,11.9823273,8.516815,farmland,,
Kano,968478931,way,11.9809551,8.5013923,farmland,,
Kano,969610011,way,12.0919743,8.4450092,farmland,,
Kano,969610012,way,12.0897216,8.4466575,farmland,,
Kano,969610020,way,12.0897845,8.4437382,farmland,,
Kano,971627113,way,11.9325745,8.5723864,farmland,,
Kano,971627114,way,11.9326946,8.5722194,farmland,,
Kano,971627115,way,11.932473,8.5722901,farmland,,
Kano,971627116,way,11.9325796,8.5721373,farmland,,
Kano,971627117,way,11.9328697,8.5724879,farmland,,
Kano,971627118,way,11.9329496,8.5727101,farmland,,
Kano,971627120,way,11.9327123,8.5727018,farmland,,
Kano,971627126,way,11.9332015,8.5729454,farmland,,
Kano,971627127,way,11.9330592,8.5730983,farmland,,
Kano,971627131,way,11.93347,8.5726375,farmland,,
Kano,975213673,way,12.0239234,8.6073595,farmland,,
Kano,975213674,way,12.0243505,8.6075494,farmland,,
Kano,992764514,way,12.075063,8.4470074,farmland,,
Kano,992764516,way,12.0753003,8.4467349,farmland,,
Kano,992767585,way,12.0758526,8.4463295,farmland,,
Kano,992767588,way,12.0757715,8.4471191,farmland,,
Kano,992767589,way,12.0761658,8.4472485,farmland,,
Kano,992767590,way,12.0761457,8.4467336,farmland,,
Kano,992767591,way,12.0760131,8.448017,farmland,,
Kano,992767592,way,12.0751249,8.4465129,farmland,,
Kano,992767593,way,12.0761652,8.4458386,farmland,,
Kano,992767594,way,12.0767582,8.446936,farmland,,
Kano,992768576,way,12.0754852,8.4461039,farmland,,
Kano,992768577,way,12.0755409,8.4469714,farmland,,
Kano,992768578,way,12.0756276,8.4474598,farmland,,
Kano,992768579,way,12.0765483,8.4463266,farmland,,
Kano,992768581,way,12.0764036,8.4482206,farmland,,
Kano,999053204,way,12.0061331,8.6126767,farmland,,
Kano,999681309,way,12.0781222,8.480811,farmland,,
Kano,999681310,way,12.0789014,8.4817125,farmland,,
Kano,999681311,way,12.0769484,8.4799818,farmland,,
Kano,999681312,way,12.0769477,8.4805035,farmland,,
Kano,1002075854,way,12.0470162,8.4731945,farmland,,
Kano,1002386863,way,12.0176479,8.6213856,farmland,,
Kano,1002386864,way,12.0173663,8.6210496,farmland,,
Kano,1002386865,way,12.0172023,8.6209546,farmland,,
Kano,1002386867,way,12.0166584,8.6207997,farmland,,
Kano,1002386886,way,12.0168527,8.6218598,farmland,,
Kano,1002386887,way,12.0169256,8.6219949,farmland,,
Kano,1002386889,way,12.0174894,8.6206492,farmland,,
Kano,1002391344,way,12.0577239,8.5490858,farmland,,
Kano,1002393730,way,12.0166464,8.6190135,farmland,,
Kano,1002393741,way,12.0171026,8.6197936,farmland,,
Kano,1002393745,way,12.017023,8.6194528,farmland,,
Kano,1002827001,way,11.9218024,8.6303089,farmland,,
Kano,1003524357,way,11.9374448,8.5298893,farmland,,
Kano,1005800861,way,11.9671404,8.6111689,farmland,,
Kano,1005804588,way,11.9685189,8.6095377,farmland,,
Kano,1005815421,way,11.943707,8.5099869,farmland,,
Kano,1009738966,way,12.0190059,8.5872751,farmland,,
Kano,1009739143,way,12.0278381,8.5900954,farmland,,
Kano,1305074569,way,12.1024808,8.6019905,farmland,,
Kano,3761210,relation,12.0786271,8.4502709,farmland,,
Kano,11121797,relation,11.9100122,8.422654,farmland,,
Kano,11121798,relation,11.914006,8.4151304,farmland,,
Kano,378014870,way,12.0100195,8.4869468,farmyard,,
Kano,378014871,way,12.0098683,8.4870779,farmyard,,
Kano,926937583,way,11.9302694,8.624379,farmyard,,
Kano,926937588,way,11.9318824,8.6251946,farmyard,,
Kano,926937589,way,11.9320924,8.6253636,farmyard,,
Kano,926937591,way,11.9320819,8.6248648,farmyard,,
Kano,926937592,way,11.931868,8.6247172,farmyard,,
Kano,926937597,way,11.9333323,8.6257298,farmyard,,
Kano,926937598,way,11.9335607,8.6258745,farmyard,,
Kano,926937599,way,11.9337928,8.6260208,farmyard,,
Kano,926937601,way,11.9344804,8.6269126,farmyard,,
Kano,941838512,way,11.9439762,8.5120299,farmyard,,
Kano,961000625,way,11.9564499,8.5893301,farmyard,,
Kano,987859492,way,12.0206373,8.467404,farmyard,,
Kano,1004337261,way,12.0627487,8.5411472,farmyard,,
Kano,1005800876,way,11.9670089,8.6112781,farmyard,,
Kano,1369390402,way,11.8714642,8.5273257,farmyard,,
Kano,9152149717,node,12.112925,8.6590543,,garden,
Kano,9152149718,node,12.1131099,8.6589516,,garden,
Kano,9152149719,node,12.1132469,8.6587368,,garden,
Kano,9152150056,node,12.0567911,8.5677482,,garden,
Kano,9152150057,node,12.0567213,8.5680165,,garden,
Kano,9152150058,node,12.0567322,8.5680404,,garden,
Kano,9152150059,node,12.0567466,8.5679734,,garden,
Kano,9152150060,node,12.0567289,8.5679834,,garden,
Kano,9152150061,node,12.0567462,8.5680069,,garden,
Kano,9152150062,node,12.0567078,8.5680319,,garden,
Kano,9152150063,node,12.0567066,8.5679965,,garden,
Kano,9152150064,node,12.0567145,8.5679576,,garden,
Kano,9152150065,node,12.0567371,8.5679476,,garden,
Kano,9152150066,node,12.0567601,8.5679556,,garden,
Kano,9152150067,node,12.0567699,8.5679849,,garden,
Kano,9152150068,node,12.0567718,8.5680015,,garden,
Kano,9152150069,node,12.0567609,8.5680288,,garden,
Kano,9152150070,node,12.0567722,8.5680411,,garden,
Kano,9152150071,node,12.056756,8.568055,,garden,
Kano,9152150072,node,12.0567326,8.5680662,,garden,
Kano,9152150073,node,12.0567202,8.5680654,,garden,
Kano,9152150074,node,12.0566927,8.5680311,,garden,
Kano,9152150075,node,12.0566901,8.567988,,garden,
Kano,9152150076,node,12.0567002,8.5679456,,garden,
Kano,9152150077,node,12.0567176,8.5679279,,garden,
Kano,9152150078,node,12.0567409,8.5679214,,garden,
Kano,9152150079,node,12.0567684,8.5679237,,garden,
Kano,9152150080,node,12.0567789,8.5679348,,garden,
Kano,9152150081,node,12.0568023,8.5679965,,garden,
Kano,9152150082,node,12.056794,8.5679707,,garden,
Kano,9152150083,node,12.0567891,8.5679491,,garden,
Kano,9152150084,node,12.0567891,8.5679853,,garden,
Kano,9152150085,node,12.0567925,8.5680157,,garden,
Kano,282390598,way,11.99577,8.55048,,garden,
Kano,282390600,way,12.0103634,8.5312545,,garden,
Kano,283433417,way,12.0083246,8.5494441,,garden,
Kano,283435108,way,12.0075778,8.5564071,,garden,
Kano,292046658,way,11.983851,8.5522205,,garden,
Kano,937446343,way,11.9826638,8.5047545,,garden,
Kano,983269970,way,12.0124008,8.62249,,garden,
Kano,987982425,way,12.0575043,8.5662242,,garden,
Kano,1005061386,way,11.9571981,8.5867381,,garden,peace garden
Kano,1019092940,way,12.0423547,8.5982096,,garden,
Kano,1019092941,way,12.0422711,8.5985843,,garden,
