city,osm_id,type,lat,lon,landuse,leisure,name
Lagos,701715124,way,6.6162615,3.3718711,allotments,,Security Post
Lagos,770004152,way,6.7120857,3.5710059,allotments,,
Lagos,770004153,way,6.7121689,3.5711441,allotments,,
Lagos,770004154,way,6.7123473,3.5703721,allotments,,
Lagos,770004156,way,6.712085,3.5700265,allotments,,
Lagos,113524900,way,6.5221435,3.1668339,farmland,,
Lagos,493104055,way,6.6102972,2.9130265,farmland,,
Lagos,707225702,way,6.5156649,3.3968304,farmland,,UNILAG Staff School
Lagos,732930365,way,6.6654123,3.2431684,farmland,,
Lagos,732930389,way,6.4834632,3.256551,farmland,,
Lagos,732930391,way,6.499522,3.2792326,farmland,,
Lagos,732930392,way,6.4693539,3.2636924,farmland,,
Lagos,732930393,way,6.4756067,3.2483413,farmland,,
Lagos,733042317,way,6.6414703,3.2027624,farmland,,
Lagos,734244094,way,6.687987,3.1901483,farmland,,
Lagos,734244095,way,6.6861968,3.161493,farmland,,
Lagos,734244099,way,6.676729,3.1553426,farmland,,
Lagos,734244112,way,6.6704888,3.2148326,farmland,,Obasanjo Farms
Lagos,734446289,way,6.4984459,3.3695887,farmland,,
Lagos,737285148,way,6.5216272,3.2834253,farmland,,
Lagos,743166036,way,6.5871659,3.5240594,farmland,,
Lagos,744493593,way,6.5532195,3.3519813,farmland,,
Lagos,745460369,way,6.5531717,3.480059,farmland,,
Lagos,745952650,way,6.6760478,3.5325013,farmland,,
Lagos,784089124,way,6.4962915,3.2202187,farmland,,
Lagos,784089126,way,6.4900082,3.2039661,farmland,,
Lagos,785322311,way,6.5012312,3.633377,farmland,,
Lagos,785706973,way,6.5996609,3.5778684,farmland,,
Lagos,785706985,way,6.5879514,3.5576358,farmland,,
Lagos,785706986,way,6.6043636,3.5376352,farmland,,
Lagos,785706987,way,6.6057178,3.5211485,farmland,,
Lagos,785707012,way,6.5858104,3.5732389,farmland,,
Lagos,785734082,way,6.6110112,3.4042033,farmland,,
Lagos,785734083,way,6.6205767,3.4066108,farmland,,
Lagos,785734158,way,6.6202992,3.4484799,farmland,,
Lagos,785952148,way,6.4470647,3.242375,farmland,,
Lagos,786056323,way,6.4694323,3.1165968,farmland,,
Lagos,786057674,way,6.5788992,3.3942202,farmland,,
Lagos,787813156,way,6.6523138,3.3783714,farmland,,
Lagos,787813157,way,6.6595773,3.3803545,farmland,,
Lagos,787813158,way,6.6479242,3.3785755,farmland,,
Lagos,787813161,way,6.646414,3.3717218,farmland,,
Lagos,787827352,way,6.6759942,3.3766335,farmland,,
Lagos,787827356,way,6.697503,3.374463,farmland,,
Lagos,787827368,way,6.6972269,3.3186691,farmland,,
Lagos,787827374,way,6.6763091,3.3320688,farmland,,
Lagos,787827375,way,6.6823669,3.3335608,farmland,,
Lagos,787827376,way,6.6766012,3.3378281,farmland,,
Lagos,787827389,way,6.7328025,3.3438478,farmland,,
Lagos,787827392,way,6.7252505,3.3572689,farmland,,
Lagos,788069978,way,6.5698617,3.348533,farmland,,
Lagos,791151883,way,6.7505028,3.2840738,farmland,,
Lagos,791169210,way,6.4784593,3.1843856,farmland,,
Lagos,793656046,way,6.5914916,3.4960771,farmland,,
Lagos,793656057,way,6.5751209,3.4838797,farmland,,
Lagos,794794853,way,6.5550936,3.4954521,farmland,,
Lagos,795027146,way,6.6289868,3.5287821,farmland,,
Lagos,795027150,way,6.6258143,3.5204771,farmland,,
Lagos,795831118,way,6.5163097,3.3533527,farmland,,
Lagos,796452036,way,6.5730957,3.6062247,farmland,,
Lagos,797152080,way,6.6820277,3.5300123,farmland,,
Lagos,797152082,way,6.6785631,3.5226124,farmland,,
Lagos,797152091,way,6.6496298,3.5332253,farmland,,
Lagos,797152096,way,6.6488941,3.5240969,farmland,,Farming Settlement
Lagos,797152102,way,6.6820601,3.5471588,farmland,,
Lagos,797152103,way,6.6858399,3.5512018,farmland,,
Lagos,797152107,way,6.65092,3.5635883,farmland,,
Lagos,797152116,way,6.6683013,3.5502443,farmland,,
Lagos,797152119,way,6.6639809,3.5365905,farmland,,
Lagos,797152153,way,6.6704567,3.5144186,farmland,,
Lagos,797152154,way,6.6778063,3.5285659,farmland,,
Lagos,797152164,way,6.6788602,3.5422167,farmland,,
Lagos,797152166,way,6.6813475,3.5405141,farmland,,
Lagos,797152168,way,6.6799958,3.5377438,farmland,,
Lagos,797152171,way,6.6587199,3.5464476,farmland,,
Lagos,797152187,way,6.6445985,3.571034,farmland,,
Lagos,797720550,way,6.634186,3.6065217,farmland,,
Lagos,797720554,way,6.6123675,3.6169911,farmland,,
Lagos,797720557,way,6.6266942,3.6045375,farmland,,
Lagos,797720559,way,6.6159577,3.5890102,farmland,,
Lagos,797720580,way,6.6093753,3.6441712,farmland,,
Lagos,797720585,way,6.5683928,3.6293225,farmland,,
Lagos,797720588,way,6.5867435,3.6427859,farmland,,
Lagos,797720593,way,6.5764665,3.6452347,farmland,,
Lagos,797720596,way,6.5827545,3.6556872,farmland,,
Lagos,797720598,way,6.5899682,3.6618054,farmland,,
Lagos,797720601,way,6.5995676,3.6405998,farmland,,
Lagos,797720606,way,6.620515,3.6115435,farmland,,
Lagos,797720607,way,6.625492,3.6145771,farmland,,
Lagos,797720608,way,6.6222627,3.6244046,farmland,,
Lagos,797720609,way,6.6258783,3.5920062,farmland,,
Lagos,797720610,way,6.6245741,3.6016058,farmland,,
Lagos,963374109,way,6.4837974,3.7743007,farmland,,
Lagos,1090693644,way,6.5989536,3.5367723,farmland,,
Lagos,1101637348,way,6.6391616,3.6076141,farmland,,
Lagos,1110103175,way,6.5550958,3.375047,farmland,,
Lagos,1110103730,way,6.5547581,3.3738608,farmland,,
Lagos,1264050396,way,6.638684,3.1894818,farmland,,
Lagos,1274033373,way,6.63217,3.2486084,farmland,,
Lagos,1318436373,way,6.4529017,3.513154,farmland,,
Lagos,1327664785,way,6.5495627,3.3977217,farmland,,
Lagos,1327675457,way,6.5476997,3.3979194,farmland,,
Lagos,1327675458,way,6.54847,3.3976867,farmland,,
Lagos,1327675459,way,6.5483912,3.3975969,farmland,,
Lagos,1327675460,way,6.5482248,3.3981974,farmland,,
Lagos,1327675461,way,6.5476602,3.3976158,farmland,,
Lagos,1358682215,way,6.5224282,3.6784476,farmland,,
Lagos,1545148064,way,6.490332,3.3691675,farmland,,
Lagos,10892339,relation,6.4798286,3.2107577,farmland,,
Lagos,10892340,relation,6.4739062,3.2272761,farmland,,
Lagos,10956234,relation,6.6892073,3.3765433,farmland,,
Lagos,10956236,relation,6.7086242,3.3275083,farmland,,
Lagos,11042460,relation,6.6417607,3.5388035,farmland,,
Lagos,16201453,relation,6.6403998,3.5613211,farmland,,
Lagos,762052135,way,6.7139215,3.5742459,farmyard,,
Lagos,926756320,way,6.5626659,3.3625396,farmyard,,
Lagos,926756321,way,6.5629146,3.3619459,farmyard,,
Lagos,963375265,way,6.4842354,3.7765856,farmyard,,
